sample_id,model,generation,batch,problem_key,analyzed,parsed_ok,total_errors,has_cwe,num_cwe_types,cwe_list,error_count,warning_count,style_count,performance_count,portability_count
qwen/gen_3/00001_3/0063_1091_G._New_Year_and_the_Factorisation_Collaboration,qwen,gen_3,00001_3,1091 g new year and the factorisation collaboration,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0229_1294_D._MEX_maximizing,qwen,gen_3,00001_3,1294 d mex maximizing,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0074_1366_A._Shovels_and_Swords,qwen,gen_3,00001_3,1366 a shovels and swords,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0174_448_B._Suffix_Structures,qwen,gen_3,00001_3,448 b suffix structures,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0219_1062_D._Fun_with_Integers,qwen,gen_3,00001_3,1062 d fun with integers,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0009_348_A._Mafia,qwen,gen_3,00001_3,348 a mafia,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_3/00001_3/0232_1359_D._Yet_Another_Yet_Another_Task,qwen,gen_3,00001_3,1359 d yet another yet another task,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0065_1140_B._Good_String,qwen,gen_3,00001_3,1140 b good string,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0046_p00127_Pocket_Pager_Input,qwen,gen_3,00001_3,p00127 pocket pager input,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0210_p01516_Milky_Way,qwen,gen_3,00001_3,p01516 milky way,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0226_1230_A._Dawid_and_Bags_of_Candies,qwen,gen_3,00001_3,1230 a dawid and bags of candies,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0093_556_C._Case_of_Matryoshkas,qwen,gen_3,00001_3,556 c case of matryoshkas,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0089_40_B._Repaintings,qwen,gen_3,00001_3,40 b repaintings,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0254_575_B._Bribes,qwen,gen_3,00001_3,575 b bribes,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0077_1451_D._Circle_Game,qwen,gen_3,00001_3,1451 d circle game,1,1,1,1,1,570,0,0,1,0,0
qwen/gen_3/00001_3/0260_779_A._Pupils_Redistribution,qwen,gen_3,00001_3,779 a pupils redistribution,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0019_586_F._Lizard_Era__Beginning,qwen,gen_3,00001_3,586 f lizard era beginning,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0162_1539_D._PriceFixed,qwen,gen_3,00001_3,1539 d pricefixed,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0187_913_G._Power_Substring,qwen,gen_3,00001_3,913 g power substring,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0167_259_B._Little_Elephant_and_Magic_Square,qwen,gen_3,00001_3,259 b little elephant and magic square,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0217_1016_C._Vasya_And_The_Mushrooms,qwen,gen_3,00001_3,1016 c vasya and the mushrooms,1,1,5,1,2,398|571,0,0,5,0,0
qwen/gen_3/00001_3/0026_746_F._Music_in_Car,qwen,gen_3,00001_3,746 f music in car,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0042_p03407_AtCoder_Beginner_Contest_091_-_Two_Coins,qwen,gen_3,00001_3,p03407 atcoder beginner contest 091 two coins,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0259_757_D._Felicity_s_Big_Secret_Revealed,qwen,gen_3,00001_3,757 d felicity s big secret revealed,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_3/00001_3/0135_p01904_Minimum_Enclosing_Rectangle,qwen,gen_3,00001_3,p01904 minimum enclosing rectangle,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0123_p00100_Sale_Result,qwen,gen_3,00001_3,p00100 sale result,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0231_1336_F._Journey,qwen,gen_3,00001_3,1336 f journey,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0209_p01346_Ropeway,qwen,gen_3,00001_3,p01346 ropeway,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0057_p01931_Check_answers,qwen,gen_3,00001_3,p01931 check answers,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0129_p01017_Yu-kun_Likes_Rectangles,qwen,gen_3,00001_3,p01017 yu kun likes rectangles,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0220_1084_C._The_Fair_Nut_and_String,qwen,gen_3,00001_3,1084 c the fair nut and string,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0105_855_D._Rowena_Ravenclaw_s_Diadem,qwen,gen_3,00001_3,855 d rowena ravenclaw s diadem,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0003_203_E._Transportation,qwen,gen_3,00001_3,203 e transportation,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0058_p02211_Apple_Adventure,qwen,gen_3,00001_3,p02211 apple adventure,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_3/00001_3/0224_1191_C._Tokitsukaze_and_Discard_Items,qwen,gen_3,00001_3,1191 c tokitsukaze and discard items,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0050_p00781_Lattice_Practices,qwen,gen_3,00001_3,p00781 lattice practices,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0117_p03225_Tenka1_Programmer_Contest_-_Equilateral,qwen,gen_3,00001_3,p03225 tenka1 programmer contest equilateral,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0061_1046_D._Interstellar_battle,qwen,gen_3,00001_3,1046 d interstellar battle,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0024_702_E._Analysis_of_Pathes_in_Functional_Graph,qwen,gen_3,00001_3,702 e analysis of pathes in functional graph,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0121_p03849_AtCoder_Regular_Contest_066_-_Xor_Sum,qwen,gen_3,00001_3,p03849 atcoder regular contest 066 xor sum,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0249_42_A._Guilty___to_the_kitchen_,qwen,gen_3,00001_3,42 a guilty to the kitchen,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0062_1070_C._Cloud_Computing,qwen,gen_3,00001_3,1070 c cloud computing,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0090_438_A._The_Child_and_Toy,qwen,gen_3,00001_3,438 a the child and toy,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0138_p02327_Largest_Rectangle,qwen,gen_3,00001_3,p02327 largest rectangle,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0140_1011_A._Stages,qwen,gen_3,00001_3,1011 a stages,1,1,3,1,1,398,0,0,2,1,0
qwen/gen_3/00001_3/0041_p03254_AtCoder_Grand_Contest_027_-_Candy_Distribution_Again,qwen,gen_3,00001_3,p03254 atcoder grand contest 027 candy distribution again,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0051_p00914_Equal_Sum_Sets,qwen,gen_3,00001_3,p00914 equal sum sets,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0154_1332_G._No_Monotone_Triples,qwen,gen_3,00001_3,1332 g no monotone triples,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0048_p00447_Searching_Constellation,qwen,gen_3,00001_3,p00447 searching constellation,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0069_1239_E._Turtle,qwen,gen_3,00001_3,1239 e turtle,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0029_814_C._An_impassioned_circulation_of_affection,qwen,gen_3,00001_3,814 c an impassioned circulation of affection,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0193_p02868_NIKKEI_Programming_Contest_2019-2_-_Shortest_Path_on_a_Line,qwen,gen_3,00001_3,p02868 nikkei programming contest 2019 2 shortest path on a line,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0152_1267_L._Lexicography,qwen,gen_3,00001_3,1267 l lexicography,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0148_1187_G._Gang_Up,qwen,gen_3,00001_3,1187 g gang up,1,1,4,1,1,398,0,0,4,0,0
qwen/gen_3/00001_3/0037_p02705_AtCoder_Beginner_Contest_163_-_Circle_Pond,qwen,gen_3,00001_3,p02705 atcoder beginner contest 163 circle pond,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0017_536_C._Tavas_and_Pashmaks,qwen,gen_3,00001_3,536 c tavas and pashmaks,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0195_p03143_NIKKEI_Programming_Contest_2019_-_Weights_on_Vertices_and_Edges,qwen,gen_3,00001_3,p03143 nikkei programming contest 2019 weights on vertices and edges,1,1,2,1,2,398|563,0,0,2,0,0
qwen/gen_3/00001_3/0091_483_B._Friends_and_Presents,qwen,gen_3,00001_3,483 b friends and presents,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0248_401_E._Olympic_Games,qwen,gen_3,00001_3,401 e olympic games,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0027_76_B._Mice,qwen,gen_3,00001_3,76 b mice,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0172_399_C._Cards,qwen,gen_3,00001_3,399 c cards,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0120_p03694_AtCoder_Beginner_Contest_064_-_Traveling_AtCoDeer_Problem,qwen,gen_3,00001_3,p03694 atcoder beginner contest 064 traveling atcodeer problem,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0072_1325_B._CopyCopyCopyCopyCopy,qwen,gen_3,00001_3,1325 b copycopycopycopycopy,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0144_10_B._Cinema_Cashier,qwen,gen_3,00001_3,10 b cinema cashier,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0177_543_C._Remembering_Strings,qwen,gen_3,00001_3,543 c remembering strings,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0128_p00886_Towns_along_a_Highway,qwen,gen_3,00001_3,p00886 towns along a highway,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0137_p02185_Many_Decimal_Integers,qwen,gen_3,00001_3,p02185 many decimal integers,1,1,5,1,1,398,0,0,5,0,0
qwen/gen_3/00001_3/0078_1475_D._Cleaning_the_Phone,qwen,gen_3,00001_3,1475 d cleaning the phone,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0243_263_D._Cycle_in_Graph,qwen,gen_3,00001_3,263 d cycle in graph,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0184_799_D._Field_expansion,qwen,gen_3,00001_3,799 d field expansion,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0115_p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating,qwen,gen_3,00001_3,p02943 atcoder grand contest 037 reversing and concatenating,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0202_p00313_Secret_Investigation,qwen,gen_3,00001_3,p00313 secret investigation,1,1,4,1,1,398,0,0,4,0,0
qwen/gen_3/00001_3/0178_56_E._Domino_Principle,qwen,gen_3,00001_3,56 e domino principle,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0018_560_D._Equivalent_Strings,qwen,gen_3,00001_3,560 d equivalent strings,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0245_312_D._Cats_Transport,qwen,gen_3,00001_3,312 d cats transport,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0257_690_A1._Collective_Mindsets__easy_,qwen,gen_3,00001_3,690 a1 collective mindsets easy,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0054_p01316_Differential_Pulse_Code_Modulation,qwen,gen_3,00001_3,p01316 differential pulse code modulation,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0038_p02834_AtCoder_Beginner_Contest_148_-_Playing_Tag_on_Tree,qwen,gen_3,00001_3,p02834 atcoder beginner contest 148 playing tag on tree,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0055_p01646_Dictionary,qwen,gen_3,00001_3,p01646 dictionary,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0022_656_E._Out_of_Controls,qwen,gen_3,00001_3,656 e out of controls,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0166_233_C._Cycles,qwen,gen_3,00001_3,233 c cycles,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0008_323_C._Two_permutations,qwen,gen_3,00001_3,323 c two permutations,1,1,21,1,3,398|563|571,0,0,21,0,0
qwen/gen_3/00001_3/0159_1438_C._Engineer_Artem,qwen,gen_3,00001_3,1438 c engineer artem,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0033_931_A._Friends_Meeting,qwen,gen_3,00001_3,931 a friends meeting,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0012_415_E._Mashmokh_and_Reverse_Operation,qwen,gen_3,00001_3,415 e mashmokh and reverse operation,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0201_p00156_Moats_around_the_Castle,qwen,gen_3,00001_3,p00156 moats around the castle,1,1,5,1,2,398|563,0,0,5,0,0
qwen/gen_3/00001_3/0080_157_A._Game_Outcome,qwen,gen_3,00001_3,157 a game outcome,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0096_626_D._Jerry_s_Protest,qwen,gen_3,00001_3,626 d jerry s protest,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0002_180_D._Name,qwen,gen_3,00001_3,180 d name,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0118_p03371_AtCoder_Beginner_Contest_095_-_Half_and_Half,qwen,gen_3,00001_3,p03371 atcoder beginner contest 095 half and half,1,1,2,1,2,398|563,0,0,2,0,0
qwen/gen_3/00001_3/0173_421_D._Bug_in_Code,qwen,gen_3,00001_3,421 d bug in code,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0171_377_A._Maze,qwen,gen_3,00001_3,377 a maze,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0052_p01046_Yu-kun_Likes_a_lot_of_Money,qwen,gen_3,00001_3,p01046 yu kun likes a lot of money,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0228_1271_C._Shawarma_Tent,qwen,gen_3,00001_3,1271 c shawarma tent,1,1,1,1,1,570,0,0,1,0,0
qwen/gen_3/00001_3/0104_835_A._Key_races,qwen,gen_3,00001_3,835 a key races,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0081_19_B._Checkout_Assistant,qwen,gen_3,00001_3,19 b checkout assistant,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0250_451_D._Count_Good_Substrings,qwen,gen_3,00001_3,451 d count good substrings,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0013_442_C._Artem_and_Array_,qwen,gen_3,00001_3,442 c artem and array,1,1,1,1,1,398,0,0,0,1,0
qwen/gen_3/00001_3/0067_1180_E._Serge_and_Dining_Room,qwen,gen_3,00001_3,1180 e serge and dining room,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0236_1468_J._Road_Reform,qwen,gen_3,00001_3,1468 j road reform,1,1,5,1,1,398,0,0,5,0,0
qwen/gen_3/00001_3/0014_464_D._World_of_Darkraft_-_2,qwen,gen_3,00001_3,464 d world of darkraft 2,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0251_498_B._Name_That_Tune,qwen,gen_3,00001_3,498 b name that tune,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0147_1169_E._And_Reachability,qwen,gen_3,00001_3,1169 e and reachability,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0127_p00748_Pollock_s_conjecture,qwen,gen_3,00001_3,p00748 pollock s conjecture,1,1,1,1,1,398,0,1,0,0,0
qwen/gen_3/00001_3/0103_789_A._Anastasia_and_pebbles,qwen,gen_3,00001_3,789 a anastasia and pebbles,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0139_p02472_Addition_of_Big_Integers,qwen,gen_3,00001_3,p02472 addition of big integers,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0244_287_D._Shifting,qwen,gen_3,00001_3,287 d shifting,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0197_p03443_AtCoder_Petrozavodsk_Contest_001_-_Colorful_Doors,qwen,gen_3,00001_3,p03443 atcoder petrozavodsk contest 001 colorful doors,1,1,5,1,2,398|563,0,0,5,0,0
qwen/gen_3/00001_3/0119_p03534_CODE_FESTIVAL_2017_Final__Parallel__-_Palindrome-phobia,qwen,gen_3,00001_3,p03534 code festival 2017 final parallel palindrome phobia,1,1,3,1,2,398|563,0,0,3,0,0
qwen/gen_3/00001_3/0100_720_C._Homework,qwen,gen_3,00001_3,720 c homework,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0124_p00232_Life_Game,qwen,gen_3,00001_3,p00232 life game,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0206_p00943_Routing_a_Marathon_Race,qwen,gen_3,00001_3,p00943 routing a marathon race,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_3/00001_3/0099_699_F._Limak_and_Shooting_Points,qwen,gen_3,00001_3,699 f limak and shooting points,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0053_p01179_Cousin_s_Aunt,qwen,gen_3,00001_3,p01179 cousin s aunt,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0141_1036_B._Diagonal_Walking_v.2,qwen,gen_3,00001_3,1036 b diagonal walking v 2,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0094_582_A._GCD_Table,qwen,gen_3,00001_3,582 a gcd table,1,1,3,1,2,398|570,0,0,3,0,0
qwen/gen_3/00001_3/0258_712_D._Memory_and_Scores,qwen,gen_3,00001_3,712 d memory and scores,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0020_609_B._The_Best_Gift,qwen,gen_3,00001_3,609 b the best gift,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0085_319_B._Psychos_in_a_Line,qwen,gen_3,00001_3,319 b psychos in a line,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0155_1353_C._Board_Moves,qwen,gen_3,00001_3,1353 c board moves,1,1,3,1,1,563,0,0,3,0,0
qwen/gen_3/00001_3/0149_1206_F._Almost_All,qwen,gen_3,00001_3,1206 f almost all,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0158_141_C._Queue,qwen,gen_3,00001_3,141 c queue,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0200_p00025_Hit_and_Blow,qwen,gen_3,00001_3,p00025 hit and blow,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0192_p02734_AtCoder_Beginner_Contest_159_-_Knapsack_for_All_Segments,qwen,gen_3,00001_3,p02734 atcoder beginner contest 159 knapsack for all segments,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0175_492_D._Vanya_and_Computer_Game,qwen,gen_3,00001_3,492 d vanya and computer game,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0179_591_C._Median_Smoothing,qwen,gen_3,00001_3,591 c median smoothing,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0005_252_B._Unsorting_Array,qwen,gen_3,00001_3,252 b unsorting array,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0223_1152_A._Neko_Finds_Grapes,qwen,gen_3,00001_3,1152 a neko finds grapes,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0183_750_F._New_Year_and_Finding_Roots,qwen,gen_3,00001_3,750 f new year and finding roots,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0161_1511_F._Chainword,qwen,gen_3,00001_3,1511 f chainword,1,1,5,1,3,398|563|570,0,0,5,0,0
qwen/gen_3/00001_3/0215_p02250_Multiple_String_Matching,qwen,gen_3,00001_3,p02250 multiple string matching,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0101_741_E._Arpa_s_abnormal_DNA_and_Mehrdad_s_deep_interest,qwen,gen_3,00001_3,741 e arpa s abnormal dna and mehrdad s deep interest,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0204_p00669_K_Cards,qwen,gen_3,00001_3,p00669 k cards,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0060_1027_E._Inverse_Coloring,qwen,gen_3,00001_3,1027 e inverse coloring,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0150_1225_B1._TV_Subscriptions__Easy_Version_,qwen,gen_3,00001_3,1225 b1 tv subscriptions easy version,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0234_1423_H._Virus,qwen,gen_3,00001_3,1423 h virus,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0207_p01076_Graph_Making,qwen,gen_3,00001_3,p01076 graph making,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0253_548_E._Mike_and_Foam,qwen,gen_3,00001_3,548 e mike and foam,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0070_1281_B._Azamon_Web_Services,qwen,gen_3,00001_3,1281 b azamon web services,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0097_650_B._Image_Preview,qwen,gen_3,00001_3,650 b image preview,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0252_521_C._Pluses_everywhere,qwen,gen_3,00001_3,521 c pluses everywhere,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0084_272_B._Dima_and_Sequence,qwen,gen_3,00001_3,272 b dima and sequence,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0221_1103_E._Radix_sum,qwen,gen_3,00001_3,1103 e radix sum,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0087_366_D._Dima_and_Trap_Graph,qwen,gen_3,00001_3,366 d dima and trap graph,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_3/00001_3/0047_p00260_Cats_Going_Straight,qwen,gen_3,00001_3,p00260 cats going straight,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0040_p03107_AtCoder_Beginner_Contest_120_-_Unification,qwen,gen_3,00001_3,p03107 atcoder beginner contest 120 unification,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0199_p03932_square869120Contest__3_-_Souvenirs,qwen,gen_3,00001_3,p03932 square869120contest 3 souvenirs,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0122_p04015_AtCoder_Regular_Contest_060_-_Tak_and_Cards,qwen,gen_3,00001_3,p04015 atcoder regular contest 060 tak and cards,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0170_352_E._Jeff_and_Brackets,qwen,gen_3,00001_3,352 e jeff and brackets,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0036_p02574_AtCoder_Beginner_Contest_177_-_Coprime,qwen,gen_3,00001_3,p02574 atcoder beginner contest 177 coprime,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_3/00001_3/0247_381_A._Sereja_and_Dima,qwen,gen_3,00001_3,381 a sereja and dima,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0146_1148_C._Crazy_Diamond,qwen,gen_3,00001_3,1148 c crazy diamond,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0213_p01963_Separate_String,qwen,gen_3,00001_3,p01963 separate string,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0030_83_C._Track,qwen,gen_3,00001_3,83 c track,1,1,6,1,2,398|563,0,0,6,0,0
qwen/gen_3/00001_3/0239_171_C._A_Piece_of_Cake,qwen,gen_3,00001_3,171 c a piece of cake,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0000_152_E._Garden,qwen,gen_3,00001_3,152 e garden,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_3/00001_3/0007_29_E._Quarrel,qwen,gen_3,00001_3,29 e quarrel,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0039_p02971_AtCoder_Beginner_Contest_134_-_Exception_Handling,qwen,gen_3,00001_3,p02971 atcoder beginner contest 134 exception handling,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0240_191_A._Dynasty_Puzzles,qwen,gen_3,00001_3,191 a dynasty puzzles,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0151_1249_D1._Too_Many_Segments__easy_version_,qwen,gen_3,00001_3,1249 d1 too many segments easy version,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0233_1379_F1._Chess_Strikes_Back__easy_version_,qwen,gen_3,00001_3,1379 f1 chess strikes back easy version,1,1,1,1,1,563,0,0,1,0,0
qwen/gen_3/00001_3/0237_1493_C._K-beautiful_Strings,qwen,gen_3,00001_3,1493 c k beautiful strings,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0218_103_C._Russian_Roulette,qwen,gen_3,00001_3,103 c russian roulette,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_3/00001_3/0211_p01684_Venn_Diagram,qwen,gen_3,00001_3,p01684 venn diagram,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0023_67_E._Save_the_City_,qwen,gen_3,00001_3,67 e save the city,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0132_p01458_Kth_Sentence,qwen,gen_3,00001_3,p01458 kth sentence,1,1,1,1,1,398,0,0,0,1,0
qwen/gen_3/00001_3/0108_925_E._May_Holidays,qwen,gen_3,00001_3,925 e may holidays,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_3/00001_3/0092_507_B._Amr_and_Pins,qwen,gen_3,00001_3,507 b amr and pins,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0198_p03762_AtCoder_Beginner_Contest_058_-____,qwen,gen_3,00001_3,p03762 atcoder beginner contest 058,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0241_215_A._Bicycle_Chain,qwen,gen_3,00001_3,215 a bicycle chain,1,1,0,0,0,,0,0,0,0,0
qwen/gen_3/00001_3/0133_p01609_One,qwen,gen_3,00001_3,p01609 one,1,1,4,1,1,563,0,0,4,0,0
qwen/gen_3/00001_3/0208_p01210_Speed,qwen,gen_3,00001_3,p01210 speed,1,1,6,1,3,398|563|570,0,0,5,1,0
