sample_id,model,generation,batch,problem_key,verdict,n_violations,cwes,parse_error,timeout
qwen/gen_3/00002_3/0234_177_C1._Party.cpp,qwen,gen_3,00002_3,177_C1_Party,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0208_1000_A._Codehorses_T-shirts.cpp,qwen,gen_3,00002_3,1000_A_Codehorses_T-shirts,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0118_p02216_Array_Game.cpp,qwen,gen_3,00002_3,p02216_Array_Game,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0043_121_C._Lucky_Permutation.cpp,qwen,gen_3,00002_3,121_C_Lucky_Permutation,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0083_76_F._Tourist.cpp,qwen,gen_3,00002_3,76_F_Tourist,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0257_73_F._Plane_of_Tanks.cpp,qwen,gen_3,00002_3,73_F_Plane_of_Tanks,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0073_538_B._Quasi_Binary.cpp,qwen,gen_3,00002_3,538_B_Quasi_Binary,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0015_p03637_AtCoder_Beginner_Contest_069_-_4-adjacent.cpp,qwen,gen_3,00002_3,p03637_AtCoder_Beginner_Contest_069_-_4-adjacent,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0148_221_E._Little_Elephant_and_Shifts.cpp,qwen,gen_3,00002_3,221_E_Little_Elephant_and_Shifts,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0246_459_C._Pashmak_and_Buses.cpp,qwen,gen_3,00002_3,459_C_Pashmak_and_Buses,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0160_505_D._Mr._Kitayuta_s_Technology.cpp,qwen,gen_3,00002_3,505_D_Mr_Kitayuta_s_Technology,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0024_p01240_Oil_Company.cpp,qwen,gen_3,00002_3,p01240_Oil_Company,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0154_365_A._Good_Number.cpp,qwen,gen_3,00002_3,365_A_Good_Number,FAILED,1,CWE-119|CWE-476,False,False
qwen/gen_3/00002_3/0084_794_C._Naming_Company.cpp,qwen,gen_3,00002_3,794_C_Naming_Company,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0048_1329_D._Dreamoon_Likes_Strings.cpp,qwen,gen_3,00002_3,1329_D_Dreamoon_Likes_Strings,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0040_1165_E._Two_Arrays_and_Sum_of_Functions.cpp,qwen,gen_3,00002_3,1165_E_Two_Arrays_and_Sum_of_Functions,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0004_918_A._Eleven.cpp,qwen,gen_3,00002_3,918_A_Eleven,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0189_p03839_AtCoder_Grand_Contest_008_-_Contiguous_Repainting.cpp,qwen,gen_3,00002_3,p03839_AtCoder_Grand_Contest_008_-_Contiguous_Repainting,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0082_747_C._Servers.cpp,qwen,gen_3,00002_3,747_C_Servers,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0125_110_B._Lucky_String.cpp,qwen,gen_3,00002_3,110_B_Lucky_String,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0130_1215_B._The_Number_of_Products.cpp,qwen,gen_3,00002_3,1215_B_The_Number_of_Products,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0262_901_D._Weighting_a_Tree.cpp,qwen,gen_3,00002_3,901_D_Weighting_a_Tree,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0169_740_B._Alyona_and_flowers.cpp,qwen,gen_3,00002_3,740_B_Alyona_and_flowers,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0139_1406_C._Link_Cut_Centroids.cpp,qwen,gen_3,00002_3,1406_C_Link_Cut_Centroids,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0161_529_C._Rooks_and_Rectangles.cpp,qwen,gen_3,00002_3,529_C_Rooks_and_Rectangles,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0228_1427_B._Chess_Cheater.cpp,qwen,gen_3,00002_3,1427_B_Chess_Cheater,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0100_p03574_AtCoder_Beginner_Contest_075_-_Minesweeper.cpp,qwen,gen_3,00002_3,p03574_AtCoder_Beginner_Contest_075_-_Minesweeper,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0091_958_F3._Lightsabers__hard_.cpp,qwen,gen_3,00002_3,958_F3_Lightsabers__hard_,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0106_p00451_Common_Sub-String.cpp,qwen,gen_3,00002_3,p00451_Common_Sub-String,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0230_1473_G._Tiles.cpp,qwen,gen_3,00002_3,1473_G_Tiles,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0021_p00839_Organize_Your_Train.cpp,qwen,gen_3,00002_3,p00839_Organize_Your_Train,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0261_853_D._Michael_and_Charging_Stations.cpp,qwen,gen_3,00002_3,853_D_Michael_and_Charging_Stations,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0206_p02319_0-1_Knapsack_Problem_II.cpp,qwen,gen_3,00002_3,p02319_0-1_Knapsack_Problem_II,FAILED,1,,False,False
qwen/gen_3/00002_3/0241_341_B._Bubble_Sort_Graph.cpp,qwen,gen_3,00002_3,341_B_Bubble_Sort_Graph,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0005_940_A._Points_on_the_line.cpp,qwen,gen_3,00002_3,940_A_Points_on_the_line,ERROR,0,,False,False
qwen/gen_3/00002_3/0008_p02630_AtCoder_Beginner_Contest_171_-_Replacing.cpp,qwen,gen_3,00002_3,p02630_AtCoder_Beginner_Contest_171_-_Replacing,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0236_221_C._Little_Elephant_and_Problem.cpp,qwen,gen_3,00002_3,221_C_Little_Elephant_and_Problem,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0080_703_C._Chris_and_Road.cpp,qwen,gen_3,00002_3,703_C_Chris_and_Road,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0108_p00786_BUT_We_Need_a_Diagram.cpp,qwen,gen_3,00002_3,p00786_BUT_We_Need_a_Diagram,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0264_952_C._Ravioli_Sort.cpp,qwen,gen_3,00002_3,952_C_Ravioli_Sort,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0141_1450_D._Rating_Compression.cpp,qwen,gen_3,00002_3,1450_D_Rating_Compression,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0153_341_D._Iahub_and_Xors.cpp,qwen,gen_3,00002_3,341_D_Iahub_and_Xors,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0214_1139_C._Edgy_Trees.cpp,qwen,gen_3,00002_3,1139_C_Edgy_Trees,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0227_1406_A._Subset_Mex.cpp,qwen,gen_3,00002_3,1406_A_Subset_Mex,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0087_860_C._Tests_Renumeration.cpp,qwen,gen_3,00002_3,860_C_Tests_Renumeration,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0052_1416_D._Graph_and_Queries.cpp,qwen,gen_3,00002_3,1416_D_Graph_and_Queries,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0252_602_A._Two_Bases.cpp,qwen,gen_3,00002_3,602_A_Two_Bases,ERROR,0,,False,False
qwen/gen_3/00002_3/0053_1433_C._Dominant_Piranha.cpp,qwen,gen_3,00002_3,1433_C_Dominant_Piranha,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0025_p01402_Anipero.cpp,qwen,gen_3,00002_3,p01402_Anipero,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0033_1008_D._Pave_the_Parallelepiped.cpp,qwen,gen_3,00002_3,1008_D_Pave_the_Parallelepiped,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0250_554_C._Kyoya_and_Colored_Balls.cpp,qwen,gen_3,00002_3,554_C_Kyoya_and_Colored_Balls,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0128_117_B._Very_Interesting_Game.cpp,qwen,gen_3,00002_3,117_B_Very_Interesting_Game,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0152_317_D._Game_with_Powers.cpp,qwen,gen_3,00002_3,317_D_Game_with_Powers,SUCCESS,0,,False,False
qwen/gen_3/00002_3/0251_580_B._Kefa_and_Company.cpp,qwen,gen_3,00002_3,580_B_Kefa_and_Company,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0065_348_E._Pilgrims.cpp,qwen,gen_3,00002_3,348_E_Pilgrims,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0063_300_A._Array.cpp,qwen,gen_3,00002_3,300_A_Array,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0166_673_C._Bear_and_Colors.cpp,qwen,gen_3,00002_3,673_C_Bear_and_Colors,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0009_p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number.cpp,qwen,gen_3,00002_3,p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0000_825_E._Minimal_Labels.cpp,qwen,gen_3,00002_3,825_E_Minimal_Labels,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0120_1000_C._Covered_Points_Count.cpp,qwen,gen_3,00002_3,1000_C_Covered_Points_Count,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0237_245_D._Restoring_Table.cpp,qwen,gen_3,00002_3,245_D_Restoring_Table,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0167_698_D._Limak_and_Shooting_Points.cpp,qwen,gen_3,00002_3,698_D_Limak_and_Shooting_Points,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0110_p01051_Squid_Ink.cpp,qwen,gen_3,00002_3,p01051_Squid_Ink,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0216_1179_E._Alesya_and_Discrete_Math.cpp,qwen,gen_3,00002_3,1179_E_Alesya_and_Discrete_Math,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0094_p02709_AtCoder_Beginner_Contest_163_-_Active_Infants.cpp,qwen,gen_3,00002_3,p02709_AtCoder_Beginner_Contest_163_-_Active_Infants,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0092_985_E._Pencils_and_Boxes.cpp,qwen,gen_3,00002_3,985_E_Pencils_and_Boxes,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0171_787_C._Berzerk.cpp,qwen,gen_3,00002_3,787_C_Berzerk,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0202_p01756_Longest_Match.cpp,qwen,gen_3,00002_3,p01756_Longest_Match,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0101_p03729_AtCoder_Beginner_Contest_060_-_Shiritori.cpp,qwen,gen_3,00002_3,p03729_AtCoder_Beginner_Contest_060_-_Shiritori,FAILED,1,,False,False
qwen/gen_3/00002_3/0239_293_D._Ksusha_and_Square.cpp,qwen,gen_3,00002_3,293_D_Ksusha_and_Square,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0149_245_F._Log_Stream_Analysis.cpp,qwen,gen_3,00002_3,245_F_Log_Stream_Analysis,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0056_1508_C._Complete_the_MST.cpp,qwen,gen_3,00002_3,1508_C_Complete_the_MST,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0017_p00184_Tsuruga_Castle.cpp,qwen,gen_3,00002_3,p00184_Tsuruga_Castle,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0089_90_B._African_Crossword.cpp,qwen,gen_3,00002_3,90_B_African_Crossword,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0269_p02797_Keyence_Programming_Contest_2020_-_Subarray_Sum.cpp,qwen,gen_3,00002_3,p02797_Keyence_Programming_Contest_2020_-_Subarray_Sum,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0178_97_B._Superset.cpp,qwen,gen_3,00002_3,97_B_Superset,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0254_673_A._Bear_and_Game.cpp,qwen,gen_3,00002_3,673_A_Bear_and_Game,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0035_1054_B._Appending_Mex.cpp,qwen,gen_3,00002_3,1054_B_Appending_Mex,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0193_p00386_Gathering.cpp,qwen,gen_3,00002_3,p00386_Gathering,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0188_p03686_AtCoder_Regular_Contest_076_-_Exhausted_.cpp,qwen,gen_3,00002_3,p03686_AtCoder_Regular_Contest_076_-_Exhausted_,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0266_999_F._Cards_and_Joy.cpp,qwen,gen_3,00002_3,999_F_Cards_and_Joy,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0140_1427_D._Unshuffling_a_Deck.cpp,qwen,gen_3,00002_3,1427_D_Unshuffling_a_Deck,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0176_924_C._Riverside_Curio.cpp,qwen,gen_3,00002_3,924_C_Riverside_Curio,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0147_198_D._Cube_Snake.cpp,qwen,gen_3,00002_3,198_D_Cube_Snake,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0070_465_C._No_to_Palindromes_.cpp,qwen,gen_3,00002_3,465_C_No_to_Palindromes_,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0126_1139_E._Maximize_Mex.cpp,qwen,gen_3,00002_3,1139_E_Maximize_Mex,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0143_149_D._Coloring_Brackets.cpp,qwen,gen_3,00002_3,149_D_Coloring_Brackets,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0259_787_A._The_Monster.cpp,qwen,gen_3,00002_3,787_A_The_Monster,SUCCESS,0,,False,False
qwen/gen_3/00002_3/0222_12_B._Correct_Solution_.cpp,qwen,gen_3,00002_3,12_B_Correct_Solution_,FAILED,1,,False,False
qwen/gen_3/00002_3/0200_p01450_My_friends_are_small.cpp,qwen,gen_3,00002_3,p01450_My_friends_are_small,FAILED,1,,False,False
qwen/gen_3/00002_3/0058_181_B._Number_of_Triplets.cpp,qwen,gen_3,00002_3,181_B_Number_of_Triplets,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0212_1090_C._New_Year_Presents.cpp,qwen,gen_3,00002_3,1090_C_New_Year_Presents,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0112_p01320_Magical_Island_2.cpp,qwen,gen_3,00002_3,p01320_Magical_Island_2,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0244_409_A._The_Great_Game.cpp,qwen,gen_3,00002_3,409_A_The_Great_Game,SUCCESS,0,,False,False
qwen/gen_3/00002_3/0204_p02033_Arrow.cpp,qwen,gen_3,00002_3,p02033_Arrow,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0158_459_E._Pashmak_and_Graph.cpp,qwen,gen_3,00002_3,459_E_Pashmak_and_Graph,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0273_p03361_AtCoder_Beginner_Contest_096_-_Grid_Repainting_2.cpp,qwen,gen_3,00002_3,p03361_AtCoder_Beginner_Contest_096_-_Grid_Repainting_2,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0240_317_B._Ants.cpp,qwen,gen_3,00002_3,317_B_Ants,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0145_155_C._Hometask.cpp,qwen,gen_3,00002_3,155_C_Hometask,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0131_1238_D._AB-string.cpp,qwen,gen_3,00002_3,1238_D_AB-string,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0127_1157_E._Minimum_Array.cpp,qwen,gen_3,00002_3,1157_E_Minimum_Array,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0142_1474_B._Different_Divisors.cpp,qwen,gen_3,00002_3,1474_B_Different_Divisors,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0081_725_C._Hidden_Word.cpp,qwen,gen_3,00002_3,725_C_Hidden_Word,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0267_p02537_ACL_Beginner_Contest_-_Flat_Subsequence.cpp,qwen,gen_3,00002_3,p02537_ACL_Beginner_Contest_-_Flat_Subsequence,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0224_1342_C._Yet_Another_Counting_Problem.cpp,qwen,gen_3,00002_3,1342_C_Yet_Another_Counting_Problem,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0137_1364_E._X-OR.cpp,qwen,gen_3,00002_3,1364_E_X-OR,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0038_1118_C._Palindromic_Matrix.cpp,qwen,gen_3,00002_3,1118_C_Palindromic_Matrix,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0271_p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones.cpp,qwen,gen_3,00002_3,p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0020_p00698_Missing_Numbers.cpp,qwen,gen_3,00002_3,p00698_Missing_Numbers,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0253_624_D._Array_GCD.cpp,qwen,gen_3,00002_3,624_D_Array_GCD,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0133_127_E._E-reader_Display.cpp,qwen,gen_3,00002_3,127_E_E-reader_Display,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0117_p02074_N-by-M_grid_calculation.cpp,qwen,gen_3,00002_3,p02074_N-by-M_grid_calculation,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0146_177_D1._Encrypting_Messages.cpp,qwen,gen_3,00002_3,177_D1_Encrypting_Messages,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0132_1256_E._Yet_Another_Division_Into_Teams.cpp,qwen,gen_3,00002_3,1256_E_Yet_Another_Division_Into_Teams,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0013_p03318_AtCoder_Beginner_Contest_101_-_Snuke_Numbers.cpp,qwen,gen_3,00002_3,p03318_AtCoder_Beginner_Contest_101_-_Snuke_Numbers,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0109_p00918_Dragon_s_Cruller.cpp,qwen,gen_3,00002_3,p00918_Dragon_s_Cruller,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0054_1458_B._Glass_Half_Spilled.cpp,qwen,gen_3,00002_3,1458_B_Glass_Half_Spilled,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0031_p02278_Minimum_Cost_Sort.cpp,qwen,gen_3,00002_3,p02278_Minimum_Cost_Sort,SUCCESS,0,,False,False
qwen/gen_3/00002_3/0079_680_D._Bear_and_Tower_of_Cubes.cpp,qwen,gen_3,00002_3,680_D_Bear_and_Tower_of_Cubes,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0218_1214_H._Tiles_Placement.cpp,qwen,gen_3,00002_3,1214_H_Tiles_Placement,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0201_p01600_Tree_Construction.cpp,qwen,gen_3,00002_3,p01600_Tree_Construction,TIMEOUT,0,,False,True
qwen/gen_3/00002_3/0093_p02578_AtCoder_Beginner_Contest_176_-_Step.cpp,qwen,gen_3,00002_3,p02578_AtCoder_Beginner_Contest_176_-_Step,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0059_204_D._Little_Elephant_and_Retro_Strings.cpp,qwen,gen_3,00002_3,204_D_Little_Elephant_and_Retro_Strings,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0179_99_B._Help_Chef_Gerasim.cpp,qwen,gen_3,00002_3,99_B_Help_Chef_Gerasim,ERROR,0,,False,False
qwen/gen_3/00002_3/0150_270_D._Greenhouse_Effect.cpp,qwen,gen_3,00002_3,270_D_Greenhouse_Effect,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0276_p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths.cpp,qwen,gen_3,00002_3,p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0170_764_A._Taymyr_is_calling_you.cpp,qwen,gen_3,00002_3,764_A_Taymyr_is_calling_you,FAILED,1,,False,False
qwen/gen_3/00002_3/0187_p03521_CODE_FESTIVAL_2017_Exhibition__Parallel__-_Awkward.cpp,qwen,gen_3,00002_3,p03521_CODE_FESTIVAL_2017_Exhibition__Parallel__-_Awkward,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0223_1323_D._Present.cpp,qwen,gen_3,00002_3,1323_D_Present,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0007_993_D._Compute_Power.cpp,qwen,gen_3,00002_3,993_D_Compute_Power,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0006_967_D._Resource_Distribution.cpp,qwen,gen_3,00002_3,967_D_Resource_Distribution,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0044_1244_G._Running_in_Pairs.cpp,qwen,gen_3,00002_3,1244_G_Running_in_Pairs,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0086_840_B._Leha_and_another_game_about_graph.cpp,qwen,gen_3,00002_3,840_B_Leha_and_another_game_about_graph,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0026_p01556_ConvexCut.cpp,qwen,gen_3,00002_3,p01556_ConvexCut,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0238_270_B._Multithreading.cpp,qwen,gen_3,00002_3,270_B_Multithreading,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0203_p01896_Folding_Paper.cpp,qwen,gen_3,00002_3,p01896_Folding_Paper,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0074_566_C._Logistical_Questions.cpp,qwen,gen_3,00002_3,566_C_Logistical_Questions,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0138_1384_F._Rearrange.cpp,qwen,gen_3,00002_3,1384_F_Rearrange,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0270_p02933_AtCoder_Beginner_Contest_138_-_Red_or_Not.cpp,qwen,gen_3,00002_3,p02933_AtCoder_Beginner_Contest_138_-_Red_or_Not,SUCCESS,0,,False,False
qwen/gen_3/00002_3/0119_p02369_Cycle_Detection_for_a_Directed_Graph.cpp,qwen,gen_3,00002_3,p02369_Cycle_Detection_for_a_Directed_Graph,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0248_505_B._Mr._Kitayuta_s_Colorful_Graph.cpp,qwen,gen_3,00002_3,505_B_Mr_Kitayuta_s_Colorful_Graph,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0173_854_A._Fraction.cpp,qwen,gen_3,00002_3,854_A_Fraction,SUCCESS,0,,False,False
qwen/gen_3/00002_3/0159_480_D._Parcels.cpp,qwen,gen_3,00002_3,480_D_Parcels,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0163_580_D._Kefa_and_Dishes.cpp,qwen,gen_3,00002_3,580_D_Kefa_and_Dishes,PARSE_ERROR,0,,True,False
qwen/gen_3/00002_3/0229_1450_B._Balls_of_Steel.cpp,qwen,gen_3,00002_3,1450_B_Balls_of_Steel,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0029_331_E2._Deja_Vu.cpp,qwen,gen_3,00000_3,331_E2_Deja_Vu,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0032_39_H._Multiplication_Table.cpp,qwen,gen_3,00000_3,39_H_Multiplication_Table,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0223_937_D._Sleepy_Game.cpp,qwen,gen_3,00000_3,937_D_Sleepy_Game,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0177_1208_A._XORinacci.cpp,qwen,gen_3,00000_3,1208_A_XORinacci,TIMEOUT,0,,False,True
qwen/gen_3/00000_3/0122_551_B._ZgukistringZ.cpp,qwen,gen_3,00000_3,551_B_ZgukistringZ,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0267_1304_E._1-Trees_and_Queries.cpp,qwen,gen_3,00000_3,1304_E_1-Trees_and_Queries,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0143_p02781_AtCoder_Beginner_Contest_154_-_Almost_Everywhere_Zero.cpp,qwen,gen_3,00000_3,p02781_AtCoder_Beginner_Contest_154_-_Almost_Everywhere_Zero,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0059_p02879_AtCoder_Beginner_Contest_144_-_9x9.cpp,qwen,gen_3,00000_3,p02879_AtCoder_Beginner_Contest_144_-_9x9,SUCCESS,0,,False,False
qwen/gen_3/00000_3/0132_784_B._Kids__Riddle.cpp,qwen,gen_3,00000_3,784_B_Kids__Riddle,SUCCESS,0,,False,False
qwen/gen_3/00000_3/0049_820_D._Mister_B_and_PR_Shifts.cpp,qwen,gen_3,00000_3,820_D_Mister_B_and_PR_Shifts,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,qwen,gen_3,00000_3,1088_D_Ehab_and_another_another_xor_problem,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0105_1547_C._Pair_Programming.cpp,qwen,gen_3,00000_3,1547_C_Pair_Programming,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0080_p01974_Pigeonhole_principle.cpp,qwen,gen_3,00000_3,p01974_Pigeonhole_principle,ERROR,0,,False,False
qwen/gen_3/00000_3/0154_p00365_Age_Difference.cpp,qwen,gen_3,00000_3,p00365_Age_Difference,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0104_151_C._Win_or_Freeze.cpp,qwen,gen_3,00000_3,151_C_Win_or_Freeze,SUCCESS,0,,False,False
qwen/gen_3/00000_3/0078_p01694_Step_Aerobics.cpp,qwen,gen_3,00000_3,p01694_Step_Aerobics,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0239_p00490_Best_Pizza.cpp,qwen,gen_3,00000_3,p00490_Best_Pizza,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0037_545_C._Woodcutters.cpp,qwen,gen_3,00000_3,545_C_Woodcutters,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0040_615_A._Bulbs.cpp,qwen,gen_3,00000_3,615_A_Bulbs,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0044_70_C._Lucky_Tickets.cpp,qwen,gen_3,00000_3,70_C_Lucky_Tickets,PARSE_ERROR,0,,True,False
qwen/gen_3/00000_3/0261_1184_B3._The_Doctor_Meets_Vader__Hard_.cpp,qwen,gen_3,00000_3,1184_B3_The_Doctor_Meets_Vader__Hard_,PARSE_ERROR,0,,True,False
