sample_id,model,generation,esbmc_verdict,esbmc_cwes,sanitizer_triggered,sanitizer_cwes,cppcheck_cwes,esbmc_only,sanitizer_only,cppcheck_only,confirmed_by_2plus,n_tools_with_findings
gemma/gen_2/00002_2/0117_1256_E._Yet_Another_Division_Into_Teams.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0119_1323_F._Reality_Show.cpp,gemma,gen_2,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_2/00002_2/0120_1342_E._Placing_Rooks.cpp,gemma,gen_2,SUCCESS,,True,CWE-190,,,CWE-190,,,1
gemma/gen_2/00002_2/0121_1364_E._X-OR.cpp,gemma,gen_2,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_2/00002_2/0122_1384_F._Rearrange.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_2/00002_2/0124_1450_D._Rating_Compression.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0125_1474_B._Different_Divisors.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0127_1523_D._Love-Hate.cpp,gemma,gen_2,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_2/00002_2/0128_155_C._Hometask.cpp,gemma,gen_2,FAILED,,True,CWE-121|CWE-190,CWE-398,,CWE-121|CWE-190,CWE-398,,3
gemma/gen_2/00002_2/0129_177_D1._Encrypting_Messages.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0132_245_F._Log_Stream_Analysis.cpp,gemma,gen_2,FAILED,CWE-476,True,,,CWE-476,,,,2
gemma/gen_2/00002_2/0133_294_A._Shaass_and_Oskols.cpp,gemma,gen_2,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_2/00002_2/0136_365_A._Good_Number.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0139_436_D._Pudding_Monsters.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0141_529_C._Rooks_and_Rectangles.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0142_554_E._Love_Triangles.cpp,gemma,gen_2,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_2/00002_2/0144_602_C._The_Two_Routes.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0146_673_C._Bear_and_Colors.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398|CWE-786,,,CWE-398|CWE-786,,1
gemma/gen_2/00002_2/0147_698_D._Limak_and_Shooting_Points.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_2/00002_2/0148_719_E._Sasha_and_Array.cpp,gemma,gen_2,FAILED,,True,CWE-122,CWE-398,,CWE-122,CWE-398,,3
gemma/gen_2/00002_2/0149_740_B._Alyona_and_flowers.cpp,gemma,gen_2,FAILED,,True,CWE-190,,,CWE-190,,,2
gemma/gen_2/00002_2/0150_764_A._Taymyr_is_calling_you.cpp,gemma,gen_2,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_2/00002_2/0151_808_G._Anthem_of_Berland.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0154_878_D._Magic_Breeding.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-570,,,CWE-570,,1
gemma/gen_2/00002_2/0156_924_C._Riverside_Curio.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0158_99_B._Help_Chef_Gerasim.cpp,gemma,gen_2,FAILED,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,2
gemma/gen_2/00002_2/0159_p02539_ACL_Beginner_Contest_-_Heights_and_Pairs.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_2/00002_2/0161_p03072_AtCoder_Beginner_Contest_124_-_Great_Ocean_View.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0162_p03214_Dwango_Programming_Contest_V_-_Thumbnail.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0165_p03686_AtCoder_Regular_Contest_076_-_Exhausted_.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0166_p03839_AtCoder_Grand_Contest_008_-_Contiguous_Repainting.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0169_p00386_Gathering.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0174_p01280_Galaxy_Wide_Web_Service.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0176_p01600_Tree_Construction.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0179_p02033_Arrow.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0180_p02176_Shortest_Crypt.cpp,gemma,gen_2,FAILED,CWE-119|CWE-476,False,,,CWE-119|CWE-476,,,,1
gemma/gen_2/00002_2/0181_p02319_0-1_Knapsack_Problem_II.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0183_1025_B._Weakened_Common_Divisor.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0184_1045_D._Interstellar_battle.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_2/00002_2/0185_1068_D._Array_Without_Local_Maximums_.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-571,,,CWE-571,,1
gemma/gen_2/00002_2/0186_1090_C._New_Year_Presents.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0187_1109_F._Sasha_and_Algorithm_of_Silence_s_Sounds.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0188_1139_C._Edgy_Trees.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_2/00002_2/0191_1198_A._MP3.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0192_1214_H._Tiles_Placement.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_2/00002_2/0193_1238_B._Kill__Em_All.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0194_1256_C._Platforms_Jumping.cpp,gemma,gen_2,SUCCESS,,False,,CWE-571,,,CWE-571,,1
gemma/gen_2/00002_2/0196_12_B._Correct_Solution_.cpp,gemma,gen_2,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_2/00002_2/0197_1323_D._Present.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0200_1384_D._GameGame.cpp,gemma,gen_2,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_2/00002_2/0201_1406_A._Subset_Mex.cpp,gemma,gen_2,PARSE_ERROR,,True,CWE-190,,,CWE-190,,,1
gemma/gen_2/00002_2/0202_1427_B._Chess_Cheater.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0203_1450_B._Balls_of_Steel.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0204_1473_G._Tiles.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_2/00002_2/0206_155_A._I_love__username_.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0207_177_C1._Party.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0209_221_C._Little_Elephant_and_Problem.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0211_270_B._Multithreading.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0214_341_B._Bubble_Sort_Graph.cpp,gemma,gen_2,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_2/00002_2/0215_364_D._Ghd.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0216_388_C._Fox_and_Card_Game.cpp,gemma,gen_2,TIMEOUT,,True,CWE-122,CWE-398|CWE-786,,CWE-122,CWE-398|CWE-786,,2
gemma/gen_2/00002_2/0219_459_C._Pashmak_and_Buses.cpp,gemma,gen_2,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_2/00002_2/0220_480_B._Long_Jumps.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0221_505_B._Mr._Kitayuta_s_Colorful_Graph.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_2/00002_2/0222_554_C._Kyoya_and_Colored_Balls.cpp,gemma,gen_2,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0224_602_A._Two_Bases.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0225_624_D._Array_GCD.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0226_673_A._Bear_and_Game.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0227_719_B._Anatoly_and_Cockroaches.cpp,gemma,gen_2,FAILED,,False,,CWE-563,,,CWE-563,,2
gemma/gen_2/00002_2/0230_808_E._Selling_Souvenirs.cpp,gemma,gen_2,FAILED,,False,,,,,,,1
gemma/gen_2/00002_2/0231_833_A._The_Meaningless_Game.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_2/00002_2/0234_901_D._Weighting_a_Tree.cpp,gemma,gen_2,FAILED,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,2
gemma/gen_2/00002_2/0235_924_A._Mystical_Mosaic.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_2/00002_2/0236_979_E._Kuro_and_Topological_Parity.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-571,,,CWE-571,,1
gemma/gen_2/00002_2/0237_999_F._Cards_and_Joy.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398|CWE-786,,,CWE-398|CWE-786,,1
gemma/gen_2/00002_2/0241_p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones.cpp,gemma,gen_2,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_2/00002_2/0243_p03361_AtCoder_Beginner_Contest_096_-_Grid_Repainting_2.cpp,gemma,gen_2,TIMEOUT,,False,,CWE-563|CWE-571,,,CWE-563|CWE-571,,1
gemma/gen_2/00002_2/0246_p03837_AtCoder_Beginner_Contest_051_-_Candidates_of_No_Shortest_Paths.cpp,gemma,gen_2,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0000_1037_E._Trips.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0001_1081_G._Mergesort_Strikes_Back.cpp,gemma,gen_3,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0004_1149_E._Election_Promises.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-571,,,CWE-571,,1
gemma/gen_3/00000_3/0005_1189_D1._Add_on_a_Tree.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0006_1208_D._Restore_Permutation.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0007_1227_D1._Optimal_Subsequences__Easy_Version_.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0008_1269_E._K_Integers.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0010_1311_F._Moving_Points.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0011_1334_D._Minimum_Euler_Cycle.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0012_1354_F._Summoning_Minions.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0014_1398_A._Bad_Triangle.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0015_1421_B._Putting_Bricks_in_the_Wall.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0016_143_A._Help_Vasilisa_the_Wise_2.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0019_1513_C._Add_One.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0020_1540_C1._Converging_Array__Easy_Version_.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563|CWE-570,,,CWE-563|CWE-570,,1
gemma/gen_3/00000_3/0023_235_D._Graph_Game.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398|CWE-563|CWE-570,,,CWE-398|CWE-563|CWE-570,,1
gemma/gen_3/00000_3/0024_260_B._Ancient_Prophesy.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0025_284_B._Cows_and_Poker_Game.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0027_354_E._Lucky_Number_Representation.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0031_44_B._Cola.cpp,gemma,gen_3,TIMEOUT,,True,CWE-122|CWE-190,,,CWE-122|CWE-190,,,1
gemma/gen_3/00000_3/0032_519_B._A_and_B_and_Compilation_Errors.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0033_545_C._Woodcutters.cpp,gemma,gen_3,SUCCESS,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0035_593_C._Beautiful_Function.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0036_615_A._Bulbs.cpp,gemma,gen_3,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_3/00000_3/0037_634_C._Factory_Repairs.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0038_663_A._Rebus.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0043_7_B._Memory_Manager.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0045_868_A._Bark_to_Unlock.cpp,gemma,gen_3,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0049_963_B._Destruction_of_a_Tree.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0050_990_E._Post_Lamps.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0052_p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0054_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398|CWE-571,,,CWE-398|CWE-571,,1
gemma/gen_3/00000_3/0061_p00167_Bubble_Sort.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0063_p00680_KND_Factory.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0064_p00822_Weather_Forecast.cpp,gemma,gen_3,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0065_p00953_Animal_Companion_in_Maze.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0066_p01086_Short_Phrase.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0071_p01838_Optimal_Tournament.cpp,gemma,gen_3,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_3/00000_3/0072_p01974_Pigeonhole_principle.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0073_p02120_Cluster_Network.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0075_p02408_Finding_Missing_Cards.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0077_1043_A._Elections.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0079_1155_A._Reverse_a_Substring.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-570,,,CWE-570,,1
gemma/gen_3/00000_3/0081_1195_D2._Submarine_in_the_Rybinsk_Sea__hard_edition_.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0082_1236_A._Stones.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0083_1253_F._Cheap_Robot.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0084_1277_E._Two_Fairs.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0090_1470_E._Strange_Permutation.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0094_174_E._Ancient_Berland_Hieroglyphs.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0096_219_A._k-String.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0097_242_C._King_s_Path.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0100_316_B2._EKG.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0102_361_C._Levko_and_Array_Recovery.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0103_385_A._Bear_and_Raspberry.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0104_405_E._Graph_Cutting.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0105_433_A._Kitahara_Haruki_s_Gift.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0108_500_C._New_Year_Book_Reading.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0109_526_A._King_of_Thieves.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0110_551_B._ZgukistringZ.cpp,gemma,gen_3,SUCCESS,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0111_5_A._Chat_Server_s_Outgoing_Traffic.cpp,gemma,gen_3,FAILED,CWE-476,False,,CWE-563,CWE-476,,CWE-563,,2
gemma/gen_3/00000_3/0112_621_D._Rat_Kwesh_and_Cheese.cpp,gemma,gen_3,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0116_716_D._Complete_The_Graph.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398|CWE-570,,,CWE-398|CWE-570,,1
gemma/gen_3/00000_3/0117_760_F._Bacterial_Melee.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0121_851_B._Arpa_and_an_exam_about_geometry.cpp,gemma,gen_3,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0122_875_D._High_Cry.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0124_920_E._Connected_Components_.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0127_996_F._Game.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0128_p02652_AtCoder_Grand_Contest_045_-_01_Unbalanced.cpp,gemma,gen_3,FAILED,CWE-119|CWE-476,False,,,CWE-119|CWE-476,,,,1
gemma/gen_3/00000_3/0129_p02781_AtCoder_Beginner_Contest_154_-_Almost_Everywhere_Zero.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398|CWE-563|CWE-571,,,CWE-398|CWE-563|CWE-571,,1
gemma/gen_3/00000_3/0130_p02916_AtCoder_Beginner_Contest_140_-_Buffet.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0131_p03052_diverta_2019_Programming_Contest_-_Edge_Ordering.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0133_p03343_AtCoder_Regular_Contest_098_-_Range_Minimum_Queries.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0134_p03503_AtCoder_Beginner_Contest_080_-_Shopping_Street.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0139_p00573_Commuter_Pass.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0140_p00720_Earth_Observation_with_a_Mobile_Robot_Team.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0142_p01123_Let_s_Move_Tiles_.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0143_p01262_Adaptive_Time_Slicing_Quantization.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0144_p01576_Exciting_Bicycle.cpp,gemma,gen_3,FAILED,,False,,CWE-563,,,CWE-563,,2
gemma/gen_3/00000_3/0146_p01878_Destiny_Draw.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0147_p02014_Rough_Sorting.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563|CWE-570,,,CWE-563|CWE-570,,1
gemma/gen_3/00000_3/0148_p02157_Shuffle_2.cpp,gemma,gen_3,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0150_p02445_Swap.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0151_1012_B._Chemical_table.cpp,gemma,gen_3,TIMEOUT,,True,CWE-190,CWE-563,,CWE-190,CWE-563,,2
gemma/gen_3/00000_3/0152_1081_D._Maximum_Distance.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_3/00000_3/0153_1100_D._Dasha_and_Chess.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0154_1129_A2._Toy_Train.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0156_1189_A._Keanu_Reeves.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0157_1208_A._XORinacci.cpp,gemma,gen_3,SUCCESS,,False,,CWE-457,,,CWE-457,,1
gemma/gen_3/00000_3/0158_1227_A._Math_Problem.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0159_124_D._Squares.cpp,gemma,gen_3,SUCCESS,,True,CWE-476,CWE-398,,CWE-476,CWE-398,,2
gemma/gen_3/00000_3/0166_1397_C._Multiples_of_Length.cpp,gemma,gen_3,FAILED,,False,,,,,,,1
gemma/gen_3/00000_3/0167_1420_D._Rescue_Nibel_.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0169_1490_D._Permutation_Transformation.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0172_209_B._Pixels.cpp,gemma,gen_3,PARSE_ERROR,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0174_25_D._Roads_not_only_in_Berland.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0175_331_D2._Escaping_on_Beaveractor.cpp,gemma,gen_3,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0179_425_A._Sereja_and_Swaps.cpp,gemma,gen_3,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_3/00000_3/0180_449_D._Jzzhu_and_Numbers.cpp,gemma,gen_3,SUCCESS,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0181_494_A._Treasure.cpp,gemma,gen_3,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_3/00000_3/0182_544_E._Remembering_Strings.cpp,gemma,gen_3,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0183_571_B._Minimization.cpp,gemma,gen_3,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0184_592_E._BCPC.cpp,gemma,gen_3,SUCCESS,,True,CWE-190,,,CWE-190,,,1
gemma/gen_3/00000_3/0185_614_C._Peter_and_Snow_Blower.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_3/00000_3/0186_633_H._Fibonacci-ish_II.cpp,gemma,gen_3,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
