sample_id,model,generation,batch,problem_key,shard,tags,compile_attempted,compiled,has_tests,pass_rate,passed,total_tests,timeout,cppcheck_analyzed,cppcheck_parsed_ok,cppcheck_total_errors,cppcheck_has_cwe,cppcheck_num_cwe_types,cppcheck_cwe_list,cppcheck_error_count,cppcheck_warning_count,cppcheck_style_count,cppcheck_performance_count,cppcheck_portability_count
qwen/gen_3/00000_3/0259_1144_B._Parity_Alternated_Deletions.cpp,qwen,gen_3,00000_3,1144_B_Parity_Alternated_Deletions,0,greedy|implementation|sortings,1,1,1,0.0,0,2,0,,,,,,,,,,,
qwen/gen_3/00000_3/0262_1202_C._You_Are_Given_a_WASD-string....cpp,qwen,gen_3,00000_3,1202_C_You_Are_Given_a_WASD-string,0,brute force|data structures|dp|greedy|implementation|math|strings,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0244_p01219_Private_Teacher.cpp,qwen,gen_3,00000_3,p01219_Private_Teacher,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0043_687_D._Dividing_Kingdom_II.cpp,qwen,gen_3,00000_3,687_D_Dividing_Kingdom_II,0,brute force|data structures|dsu|graphs|sortings,1,1,1,0.0625,1,16,0,,,,,,,,,,,
qwen/gen_3/00000_3/0272_1413_F._Roads_and_Ramen.cpp,qwen,gen_3,00000_3,1413_F_Roads_and_Ramen,0,data structures|trees,1,1,1,0.0,0,4,0,,,,,,,,,,,
qwen/gen_3/00000_3/0158_p00991_Grid.cpp,qwen,gen_3,00000_3,p00991_Grid,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0042_663_A._Rebus.cpp,qwen,gen_3,00000_3,663_A_Rebus,0,constructive algorithms|expression parsing|greedy|math,1,1,1,0.06896551724137931,2,29,1,,,,,,,,,,,
qwen/gen_3/00000_3/0065_p03774_AtCoder_Beginner_Contest_057_-_Checkpoints.cpp,qwen,gen_3,00000_3,p03774_AtCoder_Beginner_Contest_057_-_Checkpoints,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0086_1065_F._Up_and_Down_the_Tree.cpp,qwen,gen_3,00000_3,1065_F_Up_and_Down_the_Tree,0,dfs and similar|dp|trees,1,1,1,0.2222222222222222,4,18,0,,,,,,,,,,,
qwen/gen_3/00000_3/0269_1348_F._Phoenix_and_Memory.cpp,qwen,gen_3,00000_3,1348_F_Phoenix_and_Memory,0,data structures|dfs and similar|graphs|greedy,1,1,1,0.0425531914893617,2,47,0,,,,,,,,,,,
qwen/gen_3/00000_3/0112_316_B2._EKG.cpp,qwen,gen_3,00000_3,316_B2_EKG,0,dfs and similar|dp,1,1,1,0.14285714285714285,1,7,0,,,,,,,,,,,
qwen/gen_3/00000_3/0045_730_J._Bottles.cpp,qwen,gen_3,00000_3,730_J_Bottles,0,dp,1,1,1,0.0,0,51,0,,,,,,,,,,,
qwen/gen_3/00000_3/0180_1269_B._Modulo_Equality.cpp,qwen,gen_3,00000_3,1269_B_Modulo_Equality,0,brute force|sortings,1,1,1,0.35294117647058826,6,17,0,,,,,,,,,,,
qwen/gen_3/00000_3/0234_p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases.cpp,qwen,gen_3,00000_3,p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0247_p01691_Disappear_Drive.cpp,qwen,gen_3,00000_3,p01691_Disappear_Drive,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0016_1398_A._Bad_Triangle.cpp,qwen,gen_3,00000_3,1398_A_Bad_Triangle,0,geometry|math,1,1,1,0.5454545454545454,6,11,0,,,,,,,,,,,
qwen/gen_3/00000_3/0047_776_A._A_Serial_Killer.cpp,qwen,gen_3,00000_3,776_A_A_Serial_Killer,0,brute force|implementation|strings,1,1,1,1.0,10,10,0,,,,,,,,,,,
qwen/gen_3/00000_3/0161_p01422_Beautiful_Currency.cpp,qwen,gen_3,00000_3,p01422_Beautiful_Currency,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0053_915_A._Garden.cpp,qwen,gen_3,00000_3,915_A_Garden,0,implementation,1,1,1,1.0,81,81,0,,,,,,,,,,,
qwen/gen_3/00000_3/0152_p00074_Videotape.cpp,qwen,gen_3,00000_3,p00074_Videotape,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0068_p00167_Bubble_Sort.cpp,qwen,gen_3,00000_3,p00167_Bubble_Sort,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam.cpp,qwen,gen_3,00000_3,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0088_1107_D._Compression.cpp,qwen,gen_3,00000_3,1107_D_Compression,0,dp|implementation|math|number theory,1,1,1,0.0,0,18,0,,,,,,,,,,,
qwen/gen_3/00000_3/0149_p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine.cpp,qwen,gen_3,00000_3,p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0193_209_B._Pixels.cpp,qwen,gen_3,00000_3,209_B_Pixels,0,constructive algorithms|math,1,1,1,0.375,18,48,0,,,,,,,,,,,
qwen/gen_3/00000_3/0264_1244_C._The_Football_Season.cpp,qwen,gen_3,00000_3,1244_C_The_Football_Season,0,brute force|math|number theory,1,1,1,0.0,0,67,1,,,,,,,,,,,
qwen/gen_3/00000_3/0218_820_A._Mister_B_and_Book_Reading.cpp,qwen,gen_3,00000_3,820_A_Mister_B_and_Book_Reading,0,implementation,1,1,1,0.6448598130841121,69,107,0,,,,,,,,,,,
qwen/gen_3/00000_3/0179_124_D._Squares.cpp,qwen,gen_3,00000_3,124_D_Squares,0,math,1,1,1,0.007874015748031496,1,127,0,,,,,,,,,,,
qwen/gen_3/00000_3/0186_1397_C._Multiples_of_Length.cpp,qwen,gen_3,00000_3,1397_C_Multiples_of_Length,0,constructive algorithms|greedy|number theory,1,1,1,0.0,0,17,0,,,,,,,,,,,
qwen/gen_3/00000_3/0260_1165_A._Remainder.cpp,qwen,gen_3,00000_3,1165_A_Remainder,0,implementation|math,1,1,1,0.020618556701030927,2,97,0,,,,,,,,,,,
qwen/gen_3/00000_3/0233_p03612_AtCoder_Beginner_Contest_072_-_Derangement.cpp,qwen,gen_3,00000_3,p03612_AtCoder_Beginner_Contest_072_-_Derangement,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0095_1277_E._Two_Fairs.cpp,qwen,gen_3,00000_3,1277_E_Two_Fairs,0,combinatorics|dfs and similar|dsu|graphs,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0172_1081_D._Maximum_Distance.cpp,qwen,gen_3,00000_3,1081_D_Maximum_Distance,0,dsu|graphs|shortest paths|sortings,1,1,1,0.0,0,66,0,,,,,,,,,,,
qwen/gen_3/00000_3/0125_621_D._Rat_Kwesh_and_Cheese.cpp,qwen,gen_3,00000_3,621_D_Rat_Kwesh_and_Cheese,0,brute force|constructive algorithms|math,1,1,1,0.3586206896551724,52,145,0,,,,,,,,,,,
qwen/gen_3/00000_3/0072_p00822_Weather_Forecast.cpp,qwen,gen_3,00000_3,p00822_Weather_Forecast,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0192_167_C._Wizards_and_Numbers.cpp,qwen,gen_3,00000_3,167_C_Wizards_and_Numbers,0,games|math,1,1,1,0.2,1,5,0,,,,,,,,,,,
qwen/gen_3/00000_3/0001_1037_E._Trips.cpp,qwen,gen_3,00000_3,1037_E_Trips,0,graphs,1,1,1,0.0,0,2,0,,,,,,,,,,,
qwen/gen_3/00000_3/0171_105_C._Item_World.cpp,qwen,gen_3,00000_3,105_C_Item_World,0,brute force|implementation|sortings,1,1,1,0.09090909090909091,1,11,0,,,,,,,,,,,
qwen/gen_3/00000_3/0033_425_D._Sereja_and_Squares.cpp,qwen,gen_3,00000_3,425_D_Sereja_and_Squares,0,binary search|data structures|hashing,1,1,1,0.4,4,10,0,,,,,,,,,,,
qwen/gen_3/00000_3/0204_494_A._Treasure.cpp,qwen,gen_3,00000_3,494_A_Treasure,0,greedy,1,1,1,0.7,14,20,0,,,,,,,,,,,
qwen/gen_3/00000_3/0084_101_C._Vectors.cpp,qwen,gen_3,00000_3,101_C_Vectors,0,implementation|math,1,1,1,0.5475113122171946,121,221,0,,,,,,,,,,,
qwen/gen_3/00000_3/0151_p03986_AtCoder_Grand_Contest_005_-_STring.cpp,qwen,gen_3,00000_3,p03986_AtCoder_Grand_Contest_005_-_STring,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0131_760_F._Bacterial_Melee.cpp,qwen,gen_3,00000_3,760_F_Bacterial_Melee,0,brute force|combinatorics|dp|string suffix structures,1,1,1,0.2857142857142857,2,7,0,,,,,,,,,,,
qwen/gen_3/00000_3/0026_260_B._Ancient_Prophesy.cpp,qwen,gen_3,00000_3,260_B_Ancient_Prophesy,0,brute force|implementation|strings,1,1,1,0.7692307692307693,20,26,0,,,,,,,,,,,
qwen/gen_3/00000_3/0057_p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary.cpp,qwen,gen_3,00000_3,p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0252_p02405_Print_a_Chessboard.cpp,qwen,gen_3,00000_3,p02405_Print_a_Chessboard,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0237_p00163_Highway_Toll.cpp,qwen,gen_3,00000_3,p00163_Highway_Toll,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0090_1155_A._Reverse_a_Substring.cpp,qwen,gen_3,00000_3,1155_A_Reverse_a_Substring,0,implementation|sortings|strings,1,1,1,1.0,16,16,0,,,,,,,,,,,
qwen/gen_3/00000_3/0041_634_C._Factory_Repairs.cpp,qwen,gen_3,00000_3,634_C_Factory_Repairs,0,data structures,1,1,1,1.0,1,1,0,,,,,,,,,,,
qwen/gen_3/00000_3/0060_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs.cpp,qwen,gen_3,00000_3,p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0031_379_A._New_Year_Candles.cpp,qwen,gen_3,00000_3,379_A_New_Year_Candles,0,implementation,1,1,1,1.0,25,25,0,,,,,,,,,,,
qwen/gen_3/00000_3/0146_p03194_CADDi_2018_for_Beginners_-_Product_and_GCD.cpp,qwen,gen_3,00000_3,p03194_CADDi_2018_for_Beginners_-_Product_and_GCD,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0024_20_B._Equation.cpp,qwen,gen_3,00000_3,20_B_Equation,0,math,1,1,1,0.2,6,30,0,,,,,,,,,,,
qwen/gen_3/00000_3/0081_p02120_Cluster_Network.cpp,qwen,gen_3,00000_3,p02120_Cluster_Network,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0135_851_B._Arpa_and_an_exam_about_geometry.cpp,qwen,gen_3,00000_3,851_B_Arpa_and_an_exam_about_geometry,0,geometry|math,1,1,1,0.7045454545454546,31,44,0,,,,,,,,,,,
qwen/gen_3/00000_3/0106_174_E._Ancient_Berland_Hieroglyphs.cpp,qwen,gen_3,00000_3,174_E_Ancient_Berland_Hieroglyphs,0,two pointers,1,1,1,0.5555555555555556,5,9,0,,,,,,,,,,,
qwen/gen_3/00000_3/0055_963_B._Destruction_of_a_Tree.cpp,qwen,gen_3,00000_3,963_B_Destruction_of_a_Tree,0,constructive algorithms|dfs and similar|dp|greedy|trees,1,1,1,0.15,3,20,0,,,,,,,,,,,
qwen/gen_3/00000_3/0000_1012_E._Cycle_sort.cpp,qwen,gen_3,00000_3,1012_E_Cycle_sort,0,dsu|math,1,1,1,0.5,10,20,0,,,,,,,,,,,
qwen/gen_3/00000_3/0182_1311_C._Perform_the_Combo.cpp,qwen,gen_3,00000_3,1311_C_Perform_the_Combo,0,brute force,1,1,1,0.5,1,2,0,,,,,,,,,,,
qwen/gen_3/00000_3/0274_147_B._Smile_House.cpp,qwen,gen_3,00000_3,147_B_Smile_House,0,binary search|graphs|matrices,1,1,1,0.5333333333333333,8,15,0,,,,,,,,,,,
qwen/gen_3/00000_3/0120_500_C._New_Year_Book_Reading.cpp,qwen,gen_3,00000_3,500_C_New_Year_Book_Reading,0,constructive algorithms|greedy|implementation|math,1,1,1,0.0,0,10,0,,,,,,,,,,,
qwen/gen_3/00000_3/0082_p02260_Selection_Sort.cpp,qwen,gen_3,00000_3,p02260_Selection_Sort,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0195_25_D._Roads_not_only_in_Berland.cpp,qwen,gen_3,00000_3,25_D_Roads_not_only_in_Berland,0,dsu|graphs|trees,1,1,1,0.4444444444444444,4,9,0,,,,,,,,,,,
qwen/gen_3/00000_3/0211_662_C._Binary_Table.cpp,qwen,gen_3,00000_3,662_C_Binary_Table,0,bitmasks|brute force|divide and conquer|dp|fft|math,1,1,1,0.4375,7,16,0,,,,,,,,,,,
qwen/gen_3/00000_3/0156_p00720_Earth_Observation_with_a_Mobile_Robot_Team.cpp,qwen,gen_3,00000_3,p00720_Earth_Observation_with_a_Mobile_Robot_Team,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0018_143_A._Help_Vasilisa_the_Wise_2.cpp,qwen,gen_3,00000_3,143_A_Help_Vasilisa_the_Wise_2,0,brute force|math,1,1,1,0.6041666666666666,29,48,0,,,,,,,,,,,
qwen/gen_3/00000_3/0023_168_A._Wizards_and_Demonstration.cpp,qwen,gen_3,00000_3,168_A_Wizards_and_Demonstration,0,implementation|math,1,1,1,1.0,39,39,0,,,,,,,,,,,
qwen/gen_3/00000_3/0208_592_E._BCPC.cpp,qwen,gen_3,00000_3,592_E_BCPC,0,binary search|geometry|two pointers,1,1,1,0.36363636363636365,4,11,0,,,,,,,,,,,
qwen/gen_3/00000_3/0196_283_D._Cows_and_Cool_Sequences.cpp,qwen,gen_3,00000_3,283_D_Cows_and_Cool_Sequences,0,dp|math|number theory,1,1,1,0.15384615384615385,2,13,0,,,,,,,,,,,
qwen/gen_3/00000_3/0173_1100_D._Dasha_and_Chess.cpp,qwen,gen_3,00000_3,1100_D_Dasha_and_Chess,0,constructive algorithms|games|interactive,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0238_p00320_Cuboid.cpp,qwen,gen_3,00000_3,p00320_Cuboid,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0111_290_D._Orange.cpp,qwen,gen_3,00000_3,290_D_Orange,0,*special|implementation,1,1,1,0.046511627906976744,2,43,0,,,,,,,,,,,
qwen/gen_3/00000_3/0094_1253_F._Cheap_Robot.cpp,qwen,gen_3,00000_3,1253_F_Cheap_Robot,0,binary search|dsu|graphs|shortest paths|trees,1,1,1,0.0,0,3,0,,,,,,,,,,,
qwen/gen_3/00000_3/0098_1361_E._James_and_the_Chase.cpp,qwen,gen_3,00000_3,1361_E_James_and_the_Chase,0,dfs and similar|graphs|probabilities|trees,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0025_235_D._Graph_Game.cpp,qwen,gen_3,00000_3,235_D_Graph_Game,0,graphs,1,1,1,0.0,0,11,0,,,,,,,,,,,
qwen/gen_3/00000_3/0136_875_D._High_Cry.cpp,qwen,gen_3,00000_3,875_D_High_Cry,0,binary search|bitmasks|combinatorics|data structures|divide and conquer,1,1,1,0.3333333333333333,7,21,0,,,,,,,,,,,
qwen/gen_3/00000_3/0128_691_D._Swaps_in_Permutation.cpp,qwen,gen_3,00000_3,691_D_Swaps_in_Permutation,0,dfs and similar|dsu|math,1,1,1,1.0,25,25,0,,,,,,,,,,,
qwen/gen_3/00000_3/0221_893_A._Chess_For_Three.cpp,qwen,gen_3,00000_3,893_A_Chess_For_Three,0,implementation,1,1,1,0.5714285714285714,20,35,0,,,,,,,,,,,
qwen/gen_3/00000_3/0253_1007_E._Mini_Metro.cpp,qwen,gen_3,00000_3,1007_E_Mini_Metro,0,dp,1,1,1,0.2,1,5,1,,,,,,,,,,,
qwen/gen_3/00000_3/0224_962_F._Simple_Cycles_Edges.cpp,qwen,gen_3,00000_3,962_F_Simple_Cycles_Edges,0,dfs and similar|graphs|trees,1,1,1,0.35714285714285715,5,14,0,,,,,,,,,,,
qwen/gen_3/00000_3/0178_1227_A._Math_Problem.cpp,qwen,gen_3,00000_3,1227_A_Math_Problem,0,math,1,1,1,0.5,2,4,0,,,,,,,,,,,
qwen/gen_3/00000_3/0215_754_B._Ilya_and_tic-tac-toe_game.cpp,qwen,gen_3,00000_3,754_B_Ilya_and_tic-tac-toe_game,0,brute force|implementation,1,1,1,0.6813186813186813,62,91,0,,,,,,,,,,,
qwen/gen_3/00000_3/0038_571_E._Geometric_Progressions.cpp,qwen,gen_3,00000_3,571_E_Geometric_Progressions,0,math,1,1,1,0.19047619047619047,8,42,0,,,,,,,,,,,
qwen/gen_3/00000_3/0229_p03010_diverta_2019_Programming_Contest_2_-_Diverta_City.cpp,qwen,gen_3,00000_3,p03010_diverta_2019_Programming_Contest_2_-_Diverta_City,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0119_478_A._Initial_Bet.cpp,qwen,gen_3,00000_3,478_A_Initial_Bet,0,implementation,1,1,1,0.6470588235294118,11,17,0,,,,,,,,,,,
qwen/gen_3/00000_3/0190_1490_D._Permutation_Transformation.cpp,qwen,gen_3,00000_3,1490_D_Permutation_Transformation,0,dfs and similar|divide and conquer|implementation,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0165_p02014_Rough_Sorting.cpp,qwen,gen_3,00000_3,p02014_Rough_Sorting,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0035_494_D._Birthday.cpp,qwen,gen_3,00000_3,494_D_Birthday,0,data structures|dfs and similar|dp|trees,1,1,1,0.0,0,8,0,,,,,,,,,,,
qwen/gen_3/00000_3/0017_1421_B._Putting_Bricks_in_the_Wall.cpp,qwen,gen_3,00000_3,1421_B_Putting_Bricks_in_the_Wall,0,constructive algorithms|implementation,1,1,1,0.5,3,6,0,,,,,,,,,,,
qwen/gen_3/00000_3/0168_p02445_Swap.cpp,qwen,gen_3,00000_3,p02445_Swap,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0028_309_B._Context_Advertising.cpp,qwen,gen_3,00000_3,309_B_Context_Advertising,0,dp|two pointers,1,1,1,0.0,0,46,0,,,,,,,,,,,
qwen/gen_3/00000_3/0271_1391_C._Cyclic_Permutations_.cpp,qwen,gen_3,00000_3,1391_C_Cyclic_Permutations_,0,combinatorics|dp|graphs|math,1,1,1,0.0,0,10,0,,,,,,,,,,,
qwen/gen_3/00000_3/0214_730_G._Car_Repair_Shop.cpp,qwen,gen_3,00000_3,730_G_Car_Repair_Shop,0,implementation,1,1,1,0.5,5,10,0,,,,,,,,,,,
qwen/gen_3/00000_3/0157_p00860_The_Morning_after_Halloween.cpp,qwen,gen_3,00000_3,p00860_The_Morning_after_Halloween,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0134_830_A._Office_Keys.cpp,qwen,gen_3,00000_3,830_A_Office_Keys,0,binary search|brute force|dp|greedy|sortings,1,1,1,0.8235294117647058,28,34,0,,,,,,,,,,,
qwen/gen_3/00000_3/0010_1269_E._K_Integers.cpp,qwen,gen_3,00000_3,1269_E_K_Integers,0,binary search|data structures,1,1,1,0.3333333333333333,1,3,0,,,,,,,,,,,
qwen/gen_3/00000_3/0270_1369_D._TediousLee.cpp,qwen,gen_3,00000_3,1369_D_TediousLee,0,dp|graphs|greedy|math|trees,1,1,1,0.0,0,1,0,,,,,,,,,,,
qwen/gen_3/00000_3/0144_p02916_AtCoder_Beginner_Contest_140_-_Buffet.cpp,qwen,gen_3,00000_3,p02916_AtCoder_Beginner_Contest_140_-_Buffet,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0268_1328_F._Make_k_Equal.cpp,qwen,gen_3,00000_3,1328_F_Make_k_Equal,0,greedy,1,1,1,0.0,0,44,0,,,,,,,,,,,
qwen/gen_3/00000_3/0014_1354_F._Summoning_Minions.cpp,qwen,gen_3,00000_3,1354_F_Summoning_Minions,0,constructive algorithms|dp|flows|graph matchings|greedy|sortings,1,1,1,0.0,0,1,0,,,,,,,,,,,
qwen/gen_3/00000_3/0096_1320_F._Blocks_and_Sensors.cpp,qwen,gen_3,00000_3,1320_F_Blocks_and_Sensors,0,brute force,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0183_1334_A._Level_Statistics.cpp,qwen,gen_3,00000_3,1334_A_Level_Statistics,0,implementation|math,1,1,1,0.03067484662576687,5,163,0,,,,,,,,,,,
qwen/gen_3/00000_3/0110_268_A._Games.cpp,qwen,gen_3,00000_3,268_A_Games,0,brute force,1,1,1,1.0,28,28,0,,,,,,,,,,,
qwen/gen_3/00000_3/0249_p01970_The_Diversity_of_Prime_Factorization.cpp,qwen,gen_3,00000_3,p01970_The_Diversity_of_Prime_Factorization,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0093_1236_A._Stones.cpp,qwen,gen_3,00000_3,1236_A_Stones,0,brute force|greedy|math,1,1,1,0.14285714285714285,1,7,0,,,,,,,,,,,
qwen/gen_3/00000_3/0209_614_C._Peter_and_Snow_Blower.cpp,qwen,gen_3,00000_3,614_C_Peter_and_Snow_Blower,0,binary search|geometry|ternary search,1,1,1,0.0,0,43,0,,,,,,,,,,,
qwen/gen_3/00000_3/0100_1424_N._BubbleSquare_Tokens.cpp,qwen,gen_3,00000_3,1424_N_BubbleSquare_Tokens,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0236_p00032_Plastic_Board.cpp,qwen,gen_3,00000_3,p00032_Plastic_Board,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0046_754_E._Dasha_and_cyclic_table.cpp,qwen,gen_3,00000_3,754_E_Dasha_and_cyclic_table,0,bitmasks|brute force|fft|strings|trees,1,1,1,1.0,1,1,0,,,,,,,,,,,
qwen/gen_3/00000_3/0251_p02257_Prime_Numbers.cpp,qwen,gen_3,00000_3,p02257_Prime_Numbers,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0255_1053_C._Putting_Boxes_Together.cpp,qwen,gen_3,00000_3,1053_C_Putting_Boxes_Together,0,data structures,1,1,1,0.16666666666666666,1,6,0,,,,,,,,,,,
qwen/gen_3/00000_3/0097_133_D._Piet.cpp,qwen,gen_3,00000_3,133_D_Piet,0,implementation,1,1,1,0.02702702702702703,1,37,0,,,,,,,,,,,
qwen/gen_3/00000_3/0216_774_K._Stepan_and_Vowels.cpp,qwen,gen_3,00000_3,774_K_Stepan_and_Vowels,0,*special|implementation|strings,1,1,1,0.3333333333333333,6,18,0,,,,,,,,,,,
qwen/gen_3/00000_3/0206_544_E._Remembering_Strings.cpp,qwen,gen_3,00000_3,544_E_Remembering_Strings,0,bitmasks|dp,1,1,1,0.2777777777777778,5,18,1,,,,,,,,,,,
qwen/gen_3/00000_3/0114_361_C._Levko_and_Array_Recovery.cpp,qwen,gen_3,00000_3,361_C_Levko_and_Array_Recovery,0,greedy|implementation,1,1,1,0.0,0,13,0,,,,,,,,,,,
qwen/gen_3/00000_3/0254_1030_E._Vasya_and_Good_Sequences.cpp,qwen,gen_3,00000_3,1030_E_Vasya_and_Good_Sequences,0,bitmasks|dp,1,1,1,0.6666666666666666,2,3,0,,,,,,,,,,,
qwen/gen_3/00000_3/0108_219_A._k-String.cpp,qwen,gen_3,00000_3,219_A_k-String,0,implementation|strings,1,1,1,1.0,31,31,0,,,,,,,,,,,
qwen/gen_3/00000_3/0257_1096_E._The_Top_Scorer.cpp,qwen,gen_3,00000_3,1096_E_The_Top_Scorer,0,combinatorics|dp|math|probabilities,1,1,1,0.2,4,20,0,,,,,,,,,,,
qwen/gen_3/00000_3/0220_867_D._Gotta_Go_Fast.cpp,qwen,gen_3,00000_3,867_D_Gotta_Go_Fast,0,binary search|dp,1,1,1,0.0,0,33,0,,,,,,,,,,,
qwen/gen_3/00000_3/0126_643_B._Bear_and_Two_Paths.cpp,qwen,gen_3,00000_3,643_B_Bear_and_Two_Paths,0,constructive algorithms|graphs,1,1,1,0.34782608695652173,16,46,0,,,,,,,,,,,
qwen/gen_3/00000_3/0048_7_B._Memory_Manager.cpp,qwen,gen_3,00000_3,7_B_Memory_Manager,0,implementation,1,1,1,0.6363636363636364,14,22,0,,,,,,,,,,,
qwen/gen_3/00000_3/0205_518_E._Arthur_and_Questions.cpp,qwen,gen_3,00000_3,518_E_Arthur_and_Questions,0,greedy|implementation|math|ternary search,1,1,1,0.21951219512195122,9,41,0,,,,,,,,,,,
qwen/gen_3/00000_3/0140_977_B._Two-gram.cpp,qwen,gen_3,00000_3,977_B_Two-gram,0,implementation|strings,1,1,1,0.5,10,20,0,,,,,,,,,,,
qwen/gen_3/00000_3/0129_716_D._Complete_The_Graph.cpp,qwen,gen_3,00000_3,716_D_Complete_The_Graph,0,binary search|constructive algorithms|graphs|shortest paths,1,1,1,0.35294117647058826,6,17,0,,,,,,,,,,,
qwen/gen_3/00000_3/0189_1466_C._Canine_poetry.cpp,qwen,gen_3,00000_3,1466_C_Canine_poetry,0,dp|greedy|strings,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0155_p00573_Commuter_Pass.cpp,qwen,gen_3,00000_3,p00573_Commuter_Pass,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0142_p02652_AtCoder_Grand_Contest_045_-_01_Unbalanced.cpp,qwen,gen_3,00000_3,p02652_AtCoder_Grand_Contest_045_-_01_Unbalanced,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0085_1043_A._Elections.cpp,qwen,gen_3,00000_3,1043_A_Elections,0,implementation|math,1,1,1,1.0,45,45,0,,,,,,,,,,,
qwen/gen_3/00000_3/0170_1037_B._Reach_Median.cpp,qwen,gen_3,00000_3,1037_B_Reach_Median,0,greedy,1,1,1,0.875,7,8,0,,,,,,,,,,,
qwen/gen_3/00000_3/0210_633_H._Fibonacci-ish_II.cpp,qwen,gen_3,00000_3,633_H_Fibonacci-ish_II,0,data structures|implementation,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0181_1291_B._Array_Sharpening.cpp,qwen,gen_3,00000_3,1291_B_Array_Sharpening,0,greedy|implementation,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0058_p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence.cpp,qwen,gen_3,00000_3,p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence,0,,1,1,1,,0,0,0,,,,,,,,,,,
qwen/gen_3/00000_3/0061_p03153_KEYENCE_Programming_Contest_2019_-_Connecting_Cities.cpp,qwen,gen_3,00000_3,p03153_KEYENCE_Programming_Contest_2019_-_Connecting_Cities,0,,1,1,1,,0,0,0,,,,,,,,,,,
